-0.10000, -0.10038
-0.20000, -0.20271
-1.40000, -5.79761
-1.20000, -2.57301
-0.10000, -0.10034
-0.20000, -0.20271
-1.40000, -5.79789
-1.20000, -2.57215
-0.10000, -0.10038
-0.20000, -0.20271
-1.40000, -5.79761
-1.20000, -2.57301
